reference,project_name,country,date_online,decommission_date,status,technology,product,end_use,announced_size,capacity_normalized,capacity_zerocarbon,refs,latitude
Ref,Project name,Country,,Decomission date,Status,Technology,Product,EndUse_Refining,Announced Size,Capacity_MWel,IEA zero-carbon estimated normalized capacity [Nm³ H₂/hour],References,Location
3010,Grey2Green (Phase III,PRT,2030.0,,Concept,PEM,H2,1,200 MW,200,38461.53846153846,,Sines refinery
3011,Chifeng Energy Internet of Things Zero Carbon Hydrogen Ammonia Demostration Project- Phase 3,CHN,,,Feasibility study,ALK,Ammonia,,600 kt NH3/y capacity ,318.73608301254933,69290.45282881508,[2632][2967],"Chifeng, Southeastern Inner Mongolia"
3012,Armonia Green Castellon Phase I,ESP,2028.0,,Feasibility study,Other Electrolysis,Ammonia,,"283 kt NH3/y, capacity",294.13797225831996,65363.99383518222,[2633],Castello Port
3013,Armonia Green Castellon Phase II,ESP,2030.0,,Concept,Other Electrolysis,Ammonia,,"567 kt NH3/y, capacity",295.1773290507522,65594.96201127827,[2633],Castello Port
3014,Armonia Green Castellon Phase III,ESP,2031.0,,Concept,Other Electrolysis,Ammonia,,"850 kt NH3/y, capacity",294.13797225831996,65363.99383518222,[2633],Castello Port
3015,Armonia Green Galicia Phase I,ESP,2030.0,,Feasibility study,Other Electrolysis,Ammonia,,198 MW,198,44000,[2634][3334],A Coruña
3016,Armonia Green Galicia Phase II,ESP,,,Concept,Other Electrolysis,Ammonia,,600 MW,402,89333.33333333334,[2634][3334],A Coruña
3017,Armonia Green Galicia Phase III,ESP,,,Concept,Other Electrolysis,Ammonia,,1000 MW ,400,88888.88888888889,[2634][3334],A Coruña
3018,LONGi Urad (Wulate) Rear Banner Integrated wind and solar hydrogen production project,CHN,2027.0,,Feasibility study,ALK,MeOH,,54 kt H2/y capacity,318.6085885793443,69262.73664768355,[2635],Urad Rear Banner (Wulate Rear Banner)
3019,"Moeve San Roque Energy Park (Algeciras) - Andalusian Green Hydrogen Valley 
CARTEIA Project - Phase 2",ESP,2033.0,,Concept,Other Electrolysis,H2,,500 MW,500,111111.11111111112,,Algeciras Bay
3020,CF Industries Donaldsonville (LA) Low-Carbon Ammonia,USA,2025.0,,Operational,NG w CCUS,Ammonia,,2 MT CO2/y,,250752.88553883036,[3268],Donaldsonville Nitrogen Complex
3021,Ain Sokhna ammonia project - Phase II,EGY,,,Concept,Other Electrolysis,Ammonia,,1 GW - 800 kt NH3/y production,500,111111.11111111112,[1388] [2108] [2648],Ain Sokhna
3023,Smartenergy Green H2 Project,EGY,,,Concept,Other Electrolysis,H2,,1 GW - 150 kt H2/y - 830 kt NH3/y,1000,222222.22222222225,[2650],Suez Canal Economic Zone
3024,SK Ecoplant-CSCEC Consortium Green H2 project,EGY,2029.0,,Concept,SOEC,Ammonia,,250MW  or  50 kt H2/y converted to 250 kt NH3/y capacity,250,65789.47368421052,[2651] [2728],Suez Canal Economic Zone
3025,Abu Qir Fertilizers Green Ammonia Project,EGY,,,Concept,Other Electrolysis,Ammonia,,2.4 kt NH3/d capacity,910.47655017063,202328.12226014002,[2652],Abu Qir
3026,Kibbuts Yotvata Hydrogen Valley,ISR,,,Concept,Other Electrolysis,H2,,"30 Mwel 
(inlcuding 0.4 MW from pilot phase)",30,6666.666666666667,[2653] [2654],Kibbuts Yotvata
3027,Gaia-H2Pro Project,MAR,,,DEMO,Other Electrolysis,H2,,10- 20 MW,15,3333.3333333333335,[2655],Random location Morocco
3028,Gaia-Ajlan Bros Green H2 Project,MAR,,,Concept,Other Electrolysis,Ammonia,,320 kt H2/y - 1400 kt NH3/y capacity,1847.0063106048947,410445.8468010877,[2656],Random location Morocco
3029,Dakhla-Atlantic International Green Moleucle Hub,MAR,,,Concept,Other Electrolysis,H2,,,,0,[2657] [2658],Dakhla
3030,S2H2+Bm Green H2 Project - Phase I,MAR,2026.0,,Concept,Other Electrolysis,H2,,3.1 MW,3.1,688.8888888888889,[2659],"Random point in ""Southern half of Morocco"""
3031,S2H2+Bm Green H2 Project - Phase II,MAR,2030.0,,Concept,Other Electrolysis,H2,,500 kt H2/y capacity,2882.847360320148,640632.7467378107,[2659],"Random point in ""Southern half of Morocco"""
3032,Oman Shell’s Blue Hydrogen & Ammonia project - Blue Horizon,OMN,,,Feasibility study,NG w CCUS,H2,,3 kt NH3/d capacity,,0,[2660] [2661],Duqm
3033,Uniper Masdar Hydrogen Solar PV Park,ARE,2026.0,,Concept,Other Electrolysis,H2,,,,0,[2662],Random location in UAE
3034,"Green Hydrogen and Ammonia Production Project, - Abu Dhabi",ARE,,,Concept,Other Electrolysis,Ammonia,,200 MW,200,44444.444444444445,[2663],"Barakah, Abu Dhabi"
3035,Prumo-Fuella ammonia plant,BRA,2030.0,,Concept,Other Electrolysis,Ammonia,,520 MW - 400 kt NH3/y,520,115555.55555555556,[2663],Port of Açu
3036,Green Hydrogen Venezia,ITA,2026.0,,Feasibility study,PEM,H2,,8 MW - 1.7 t H2/d,8,1778,[2664],Venice
3037,New Horizon,FRA,2028.0,,Feasibility study,Other Electrolysis,Ammonia,,100 MW,100,22222.222222222223,[2667],"Gonfreville-l'Orcher, Le Havre, Seine-Maritime"
3038,Olga,ITA,2026.0,,Feasibility study,ALK,H2,,1 MW,1,217.3913043478261,,Airport Milano Malpensa (Varese) 
3039,TES Tree Energy Solutions - UAE Project,ARE,,,Concept,Other Electrolysis,CH4,,500 MW,500,111111.11111111112,,Random point in UAE
3040,TES Tree Energy Solutions - Oman Project,OMN,2030.0,,Concept,Other Electrolysis,CH4,,500 MW,500,111111.11111111112,,Random point in Oman
3041,Project Nour - Phase 2,MRT,2033.0,,Concept,Other Electrolysis,H2,,8.5 Gwel additional,8500,1888888.888888889,[2668],Random location in Mauritania
3042,H2 Magallanes - Phase 2,CHL,2035.0,,Concept,Other Electrolysis,Ammonia,,3.7 Gwel,3700,822222.2222222222,[1145][2590],San Gregorio
3043,Guelmim-Oued Noun - Chbika project - phase 2,MAR,2032.0,,Concept,Other Electrolysis,Ammonia,,800 Mwel additional,800,177777.77777777778,,Random location in south of Morocco
3045,Voltalia plant at Pecem Industrial complex - Phase 2,BRA,2032.0,,Concept,Other Electrolysis,Ammonia,,2GW,1000,222222.22222222225,,Pecem Industrial complex
3047,Innio Jenbach - H2 Ready ,AUT,2025.0,,FID/Construction,PEM,H2,,2 MW,2,384.61538461538464,,Jenbach
3048,Campbeltown Hydrogen SIU,GBR,2028.0,,Concept,Other Electrolysis,H2,,20 MW,20,4444.444444444444,,Campbeltown
3050,Didcot Green Hydrogen Electrolyser,GBR,2028.0,,FID/Construction,ALK,H2,,10MW,10,2173.913043478261,,Didcot
3051,Markinch Green Hydrogen,GBR,2028.0,,Feasibility study,Other Electrolysis,H2,,100MW,100,22222.222222222223,,Glenrothes
3052,Oban Hydrogen SIU,GBR,2028.0,,Feasibility study,Other Electrolysis,H2,,20 MW,20,4444.444444444444,,Random location in the UK
3053,Pembroke power station - Pembroke Green Hydrogen/Net Zero Centre (Phase 2),GBR,2030.0,,Feasibility study,Other Electrolysis,H2,,310 MW,200,44444.444444444445,,Pembroke power station
3054,Port of Tilbury Green Hydrogen (Phase 1),GBR,2030.0,,Feasibility study,Other Electrolysis,H2,,10MW,10,2222.222222222222,,Tilbury
3055,Port of Tilbury Green Hydrogen (Phase 2),GBR,,,Concept,Other Electrolysis,H2,,100MW,90,20000,,Tilbury
3056,RWE Grangemouth,GBR,2029.0,,Feasibility study,Other Electrolysis,H2,1,200MW,200,44444.444444444445,[2672],Grangemouth
3057,Stornoway Hydrogen SIU,GBR,2028.0,,Concept,Other Electrolysis,H2,,20 MW,20,4444.444444444444,,Stornoway
3058,Thurso Hydrogen SIU,GBR,2028.0,,Concept,Other Electrolysis,H2,,20 MW,20,4444.444444444444,,Stornoway
3059,Wick Hydrogen SIU,GBR,2028.0,,Concept,Other Electrolysis,H2,,20 MW,20,4444.444444444444,,Wick
3060,"Dolphyn 1, phase 3",GBR,2034.0,,Concept,Other Electrolysis,H2,,4000MW,3900,866666.6666666667,,15 km Southeast Aberdeen
3061,Green Hydrogen 1/HyRo Scotland,GBR,2026.0,,Feasibility study,Other Electrolysis,H2,,11 MW,15,3333.3333333333335,,Lanark
3062,Kimberly-Clark Coleshill/HyRo 2,GBR,2026.0,,Feasibility study,Other Electrolysis,H2,,11MW,11,2444.444444444445,,Flint
3063,Whitelee Green Hydrogen Facility (Phase 2),GBR,2029.0,,Feasibility study,PEM,H2,,10 MW ,10,1923.076923076923,,Whitelee wind farm
3064,Grenian Hydrogen - Middlewich,GBR,2026.0,,Feasibility study,PEM,H2,,7.5MW,7.5,1442.3076923076924,[2673],Middlewich
3065,Grenian Hydrogen - Speke,GBR,2028.0,,Feasibility study,PEM,H2,,,0,0,[2673],Speke
3066,Grenian Hydrogen - St Helens,GBR,2026.0,,Feasibility study,PEM,H2,,7.5MW,7.5,1442.3076923076924,[2673],St Helens
3067,Grenian Hydrogen - Stretford,GBR,2026.0,,Feasibility study,PEM,H2,,7.5MW,7.5,1442.3076923076924,[2673],Stretford
3068,Grenian Hydrogen - Winnington,GBR,2026.0,,Feasibility study,PEM,H2,,7.5MW,7.5,1442.3076923076924,[2673],Winnington
3069,Grenian Hydrogen - Wrexham,GBR,2030.0,,Feasibility study,PEM,H2,,,0,0,[2673],Wrexham
3070,H2H/Easington Hydrogen Production Green,GBR,2028.0,,Feasibility study,Other Electrolysis,H2,,1000MW,1000,222222.22222222225,[2458],Easington 
3071,"Humber H2ub (Green), phase 2",GBR,,,Concept,Other Electrolysis,H2,1,80MW,80,17777.777777777777,[852][2674],Killingholme Power Station
3072,HyMarnham,GBR,2025.0,,FID/Construction,Other Electrolysis,H2,,15MW,15,3333.3333333333335,[3292],Newark
3073,Inverness hydrogen hub - Phase 2,GBR,2030.0,,Concept,ALK,H2,,24 MW,18,3913.0434782608695,[3107],Inverness
3074,Lowestoft PowerPark hydrogen,GBR,2025.0,,FID/Construction,Other Electrolysis,H2,,2 MW ,2,444.44444444444446,,Lowestoft
3075,trans,GBR,2026.0,,Feasibility study,Other Electrolysis,H2,,5 MW ,5,1111.111111111111,[2675],"Derrintonny, Northern Ireland"
3076,Saltend Chemicals Park - Hull - phase 2,GBR,2028.0,,Concept,Other Electrolysis,H2,,200 MW ,100,22222.222222222223,[1867] [2676],"Hull, UK"
3077,Net Zero Hub - West Isles,GBR,2027.0,,Feasibility study,Other Electrolysis,H2,,50 MW ,50,11111.111111111111,,Stornoway
3078,Protium - Wilton Universal Group Teeside (Phase 1),GBR,2026.0,,Feasibility study,Other Electrolysis,H2,,17.2 MW,17.2,3822.222222222222,,Wilton Universal Group Teeside facility
3079,Protium Project Pioneer 2,GBR,2025.0,,FID/Construction,PEM,H2,,2.5 MW,2.5,480.7692307692308,[2677],Random location in South Wales
3080,Tees Green Methanol,GBR,2034.0,,Feasibility study,Other Electrolysis,MeOH,,200 MW ,200,44444.444444444445,[2678],Middlesbrough
3082,Sullom Voe Terminal Hydrogen Project (Phase 1),GBR,2028.0,,Feasibility study,Other Electrolysis,H2,,50 MW,50,11111.111111111111,,Sullom
3083,Sullom Voe Terminal Hydrogen Project (Phase 2),GBR,2032.0,,Concept,Other Electrolysis,H2,,300 MW,250,55555.55555555556,,Sullom
3085,Tees Valley Transport Hub,GBR,2026.0,,Feasibility study,Other Electrolysis,H2,,26 MW ,26,5777.777777777778,[3106],Middlesbrough
3086,Kvinesdal Ammonia A Energi,NOR,2029.0,,Concept,Other Electrolysis,Ammonia,,600 MW,600,133333.33333333334,[3079],"Lervik, Oyestranda"
3087,Hyperion H2 Alandroal- Phase 2,PRT,2027.0,,Concept,Other Electrolysis,H2,,150 MW,100,22222.222222222223,,Alandroal
3088,Hyperion H2 Alandroal- Phase 3,PRT,2030.0,,Concept,Other Electrolysis,H2,,250 MW,100,22222.222222222223,,Alandroal
3089,EDP Ribatejo - ALHIVE Alenquer,PRT,2026.0,,Feasibility study,PEM,H2,,5 MW,5,961.5384615384615,,Carregado
3090,Energi Hub Kjerlingland,NOR,2026.0,,Feasibility study,Other Electrolysis,H2,,5 MW,5,1111.111111111111,,Lillesand 
3091,ETFuels - Ranua,FIN,2030.0,,Concept,Other Electrolysis,MeOH,,350 MW,350,77777.77777777778,[2681],Ranua
3092,EuroWind Energy  Monte Das Areias ,PRT,2026.0,,Feasibility study,Other Electrolysis,H2,,4 MW,4,888.8888888888889,,Castelo Branco 
3093,Galway Green Hydrogen Hub,IRL,2026.0,,FID/Construction,Other Electrolysis,H2,,1.2 MW,1.2,266.6666666666667,,Galway
3094,Green ammonia Plant in Korgen,NOR,,,Feasibility study,Other Electrolysis,Ammonia,,560MW,260,57777.77777777778,[2684][3220],Korgen -Mo i Rana 
3095,Green NortH2 Energy Naantali,FIN,2027.0,,Feasibility study,PEM,Ammonia,,280MW,280,53846.15384615385,[2685][2686],Naantali
3096,Green NortH2 Energy Pori,FIN,2030.0,,Feasibility study,Other Electrolysis,Ammonia,,280MW,280,62222.222222222226,[2686] [2687],Pori
3097,"GreenH Bodo, phase 1",NOR,2026.0,,FID/Construction,Other Electrolysis,H2,,20MW,20,4444.444444444444,[2688][2840][2845],Langstranda- Bodo
3098,GreenH Kristiansund,NOR,2026.0,,Feasibility study,ALK,H2,,24MW,10,2173.913043478261,[2689][2840],Kristiansund
3099,GreenH Sandnessjøen,NOR,2027.0,,Feasibility study,Other Electrolysis,H2,,20MW,20,4444.444444444444,[2690],Sandessjøen
3100,H2 Solar Rodao,PRT,2027.0,,Feasibility study,Other Electrolysis,H2,,30MW,30,6666.666666666667,[2691],Vila Velha de Ródão
3101,H2Enable (Phase 2),PRT,2030.0,,Concept,Other Electrolysis,Ammonia,,510 MW,470,104444.44444444445,[2692],Estarreja
3102,H2Enable (Phase 3),PRT,2035.0,,Concept,Other Electrolysis,Ammonia,,910 MW,400,88888.88888888889,[2692],Estarreja
3103,H2Enable (Phase 4),PRT,2040.0,,Concept,Other Electrolysis,Ammonia,,1510 MW,600,133333.33333333334,[2692],Estarreja
3104,H2Hub HyChem,PRT,2026.0,,Feasibility study,ALK,H2,,10 MW,10,2173.913043478261,[2693],Vila Franca de Xira
3105,Hardanger Hydrogen Hub,NOR,2030.0,,Feasibility study,Other Electrolysis,H2,,75 MW,75,16666.666666666668,[2694],Tyssedal
3109,HTWO-Fuel Lutelandet,NOR,2028.0,,Concept,Other Electrolysis,Synfuels,,20 MW,20,4444.444444444444,[2698],Lutelandet
3110,HyFuel Floro/ Fjord base,NOR,2027.0,,Feasibility study,Other Electrolysis,H2,,20 MW,20,4444.444444444444,[2699],Floro
3112,Kvina Energy Park,NOR,2028.0,,Feasibility study,ALK,Ammonia,,500 MW,500,108695.65217391304,[2702],Kvinesdal
3113,Landsvirkjun - Ljósifoss Hydropower Station,ISL,,,Concept,Other Electrolysis,H2,,10 MW,10,2222.222222222222,[2703],Ljósafoss
3114,Neptun Tromso,NOR,2028.0,,Feasibility study,Other Electrolysis,Ammonia,,70 MW,70,15555.555555555557,[2704],Tromso
3115,Nesbruket Gen2 plant 2,NOR,2027.0,,Feasibility study,ALK,Synfuels,,100MW,100,21739.130434782608,[2705],Mosjoen
3116,Norwegian Hydrogen - Tau,NOR,2026.0,,FID/Construction,Other Electrolysis,H2,,10 MW,10,2222.222222222222,[2706],Tau
3117,Rorvik hydrogen hub,NOR,2027.0,,Feasibility study,Other Electrolysis,H2,,20 MW,20,4444.444444444444,,Kråkøya
3118,WinPower - PtX Sines project,PRT,2030.0,,Concept,Other Electrolysis,H2,,160 MW,160,35555.555555555555,[2707],Sines
3119,Waawaata Green Hydrogen,COL,2032.0,,Feasibility study,PEM,Ammonia,,1400 MW,1400,269230.76923076925,,"Uribia, La Guajira"
3120,Sumitomo Hydrogen Cluster,COL,2027.0,,Feasibility study,Other Electrolysis,H2,,30 MW,30,6666.666666666667,[3105],Barranquilla
3121,EPM Ammonia Project,COL,2030.0,,Feasibility study,PEM,Ammonia,,330 kt NH3/y capacity,396.3413901808222,76219.49811169658,[3085],Cartagena
3122,e-Colibrí 1,COL,2032.0,,Feasibility study,Other Electrolysis,Synfuels,,100 MW - 5 kt synfuel/y capacity,100,22222.222222222223,,Bogota
3123,e-Colibrí 2,COL,2032.0,,Feasibility study,Other Electrolysis,Synfuels,,45 MW - 2.2 kt synfule/y capacity,45,10000,,Cartagena
3124,Andes Energy,COL,2030.0,,Feasibility study,Other Electrolysis,MeOH,,28 MW - 75 kt MeOH/y capacity,28,6222.222222222223,,Valle de Cauca
3125,Lhyfe Lubmin,DEU,2029.0,,Concept,Other Electrolysis,H2,,800 MW,800,177777.77777777778,[2700],Lubmin
3126,Haapavesi biorefinery facility,FIN,,,Concept,Other Electrolysis,Synfuels,,65 kt synfuel/y capacity,246.82444529053896,54849.876731230885,[2711],Haapavesi
3128,NeoGreen Portugal - Palmela projetc,PRT,2026.0,,Feasibility study,Other Electrolysis,H2,,10MW,10,2222.222222222222,[2709],Palmela
3129,AMEA- Mauritania project,MRT,,,Concept,Other Electrolysis,H2,,3 GW,3000,666666.6666666667,[2712],Random location in Mauritania
3130,Green Springs,AUS,2030.0,,Concept,ALK,H2,,500 kt H2/y capacity,2950.0795238828177,641321.6356266995,[2714],"Tennant Creek, Northern Territory"
3131,Hydro Havrand - Hoyanger,NOR,2025.0,,FID/Construction,PEM,H2,,5 MW,5,961.5384615384615,[2770],Hoyanger
3132,RVO- Holland coast project 1,NLD,2030.0,,Concept,Other Electrolysis,H2,,<100 MW,100,22222.222222222223,[2715] [2911],Random location on Holland coast
3133,RVO- Holland coast project 2,NLD,2033.0,,Concept,Other Electrolysis,H2,,500 MW,500,111111.11111111112,[2715] [2911],Random location on Holland coast
3134,EMSTEEL green steel ,ARE,2024.0,,DEMO,PEM,H2,,2.1MW,2.1,403.84615384615387,[2716][2791][2792],Emirates Steel Arkan plant
3135,Liberty Steel green steel,ARE,,,Concept,Other Electrolysis,H2,,,,0,[2716],Khalifa Economic Zone
3136,Meraker,NOR,2027.0,,Feasibility study,ALK,H2,,6 MW,6,1304.3478260869565,[2706],Meraker
3137,Masdar - Castilla La Mancha,ESP,2030.0,,Concept,Other Electrolysis,H2,,,,0,[2716],Castilla- La Mancha
3138,Viker/Borg Hydrogen,NOR,2030.0,,Concept,Other Electrolysis,H2,,5 MW,5,1111.111111111111,[2717],Fredrikstad
3139,Raahen Monivoima Kokkola,FIN,2026.0,,Feasibility study,Other Electrolysis,H2,,5.7 MW,5.7,1266.6666666666667,[2718],Kokkola
3140,GreenH2CY,CYP,2026.0,,Feasibility study,Other Electrolysis,H2,,2 MW,2,444.44444444444446,[2719][3049],Random location in Cyprus
3141,Solvay - Kouvola,FIN,2028.0,,Concept,Other Electrolysis,H2,,5.7 MW,5.7,1266.6666666666667,[2720],Kouvola
3142,SK Hydrogen-Ammonia plant,ARE,,,Concept,Other Electrolysis,Ammonia,,250 ktNH3/y capacity,259.8391981080565,57742.04402401256,[2721],Random location in UAE
3143,H2 Triangle,CZE,2026.0,,Feasibility study,PEM,H2,,4 MW,4,769.2307692307693,[2722],Stankovice u Zatce
3144,Zephyros project,NLD,2028.0,,Concept,Other Electrolysis,H2,,2 MW,2,444.44444444444446,[2727],Den Helder Port
3145,Torrent ammonia plant,IND,2027.0,,Concept,Other Electrolysis,Ammonia,,100 kt NH3/y production,182.34329691793442,40520.732648429876,[2726],"Banaskantha, Gujarat"
3146,H2M Eemshaven,NLD,2028.0,,Feasibility study,NG w CCUS,H2,,210 kt H2/y capacity,,0,[2730],Northern coast Netherlands
3147,Liepaja Special Economic Zone (SEZ),LVA,2030.0,,Concept,Other Electrolysis,H2,,1GW,1000,222222.22222222225,[2732],Liepaja port
3148,Lhyfe Le havre,FRA,2029.0,,Feasibility study,Other Electrolysis,H2,,34 t H2/d (production),71.62921348314607,15917.602996254684,[2733],Port of Le Havre
3149,Greenlink Musterland project,DEU,2028.0,,Concept,Other Electrolysis,H2,,50MW,50,11111.111111111111,[2734],Coesfeld 
3150,H2 project US Gulf coast,USA,2026.0,,Feasibility study,Other Electrolysis,H2,,20MW,20,4444.444444444444,[2735],Random location at Us Gulf Coast
3151,E-methane pilot project ,OMN,,,DEMO,Other Electrolysis,CH4,,Production of 7.1 kt e-CH4/y,38.904507971202726,8645.446215822829,[2736],Random point in Oman
3152,Eneos project,USA,2031.0,,Concept,NG w CCUS,H2,,220 kt H2/y production,,0,[2738],US Gulf of Mexico
3154,Welspun ammonia project,IND,2029.0,,Concept,Other Electrolysis,H2,,170 kt H2/y production - 1000 kt NH3/y,1721.442285103246,382542.7300229436,[2739],"Kachchh, Gujarat"
3157,IHI - ISCE2 SAF project ,SGP,2025.0,,DEMO,Other Electrolysis,Synfuels,,"10 kgH2/d for 5Kg SAF/d, capacity",0.021067415730337078,4.681647940074907,[2743],Singapore
3158,H2 hub Bintulu Sarawak ,MYS,,,Concept,Other Electrolysis,Ammonia,,,,0,[2744],"Bintulu, Sarawak "
3159,Nujio'qonik Green Hydrogen -phase 4,CAN,,,Concept,Other Electrolysis,H2,,2.600 GW,650,144444.44444444447,Data from World Energy GH2,"Stephenville, Canada"
3160,Green Hydrogen Hub Stuttgart (GH2S),DEU,2026.0,,FID/Construction,Other Electrolysis,H2,,10MW,10,2222.222222222222,[2746],Stuttgard
3161,H2DRIVEN,PRT,2026.0,,Feasibility study,PEM,MeOH,,25MW,25,4807.692307692308,[2747] [2748],Random location in Portugal
3162,Grove Hydrogen Energy Technology Group hydrogen project,CHN,2027.0,,FID/Construction,ALK,H2,,40 ktH2/y production,472.01272382125086,102611.46170027193,[2753],"Mulei County / Mori Kazakh Autonomous County, Xinjiang"
3165,H2U Hydrogen Valley – Reni - phase 1,UKR,2028.0,,Concept,Other Electrolysis,H2,,100MW,100,22222.222222222223,[2754] [2755] [2757],"Reni city, Odesa region"
3166,H2U Hydrogen Valley – Reni - phase 2,UKR,2030.0,,Concept,Other Electrolysis,H2,,200MW,100,22222.222222222223,[2754] [2755] [2757],"Reni city, Odesa region"
3167,H2U Hydrogen Valley – Reni - phase 3,UKR,,,Concept,Other Electrolysis,H2,,3GW,2800,622222.2222222222,[2754] [2755] [2757],"Reni city, Odesa region"
3168,H2 project - Trelleborg city,SWE,2027.0,,Feasibility study,Other Electrolysis,H2,,10MW,10,2222.222222222222,[2759],Trelleborg
3169,Asahi Kasei hydrogen project,MYS,2027.0,,Feasibility study,ALK,H2,,60MW,60,13043.478260869566,[2760],Random location in Malaysia 
3170,IRIS project,GRC,2030.0,,Concept,NG w CCUS,H2,1,0.858 Mt CO2/y,,107572.98789615821,[2762],Agioi Theodori refinery
3171,Hydrogen plant in Tomakomai,JPN,2030.0,,Concept,Other Electrolysis,H2,1,100MW,100,22222.222222222223,[2763],Tomakomai city in Hokkaido
3172,Ammonia production at Damietta,EGY,,,Concept,Other Electrolysis,Ammonia,,"240Mw, 150ktNH3/y capacity",240,53333.333333333336,[2765],Damietta
3173,Ocior Energy - Ammonia project Phase 1,EGY,2027.0,,Feasibility study,Other Electrolysis,Ammonia,,100 kt NH3/y production,207.87135848644522,46193.63521921005,[2766],Ein El Sokhna Port
3174,Reliance in Maharashtra,IND,,,Concept,Other Electrolysis,H2,,100 ktH2/y production,1012.6131088842624,225025.13530761388,[2767],random location in Maharashtra
3175,Storegga project for Scottish whisky sector - pahse 1,GBR,2027.0,,Feasibility study,Other Electrolysis,H2,,35MW,35,7777.777777777778,[2768][3020],Marypark
3176,Storegga project for Scottish whisky sector - pahse 2,GBR,2028.0,,Feasibility study,Other Electrolysis,H2,,70MW,35,7777.777777777778,[2768],Marypark
3178,Ardagh Glass Limmared AB - Hydrogen plant,SWE,2024.0,,Operational,PEM,H2,,5MW,5,961.5384615384615,[2771] [2772],Limmared
3179,Petrobras - Green hydrogen pilot plant,BRA,2026.0,,FID/Construction,Other Electrolysis,H2,,2MW,2,444.44444444444446,[2780],"Alto do Rodrigues, State of Rio Grande do Norte"
3180,"Eternal Power hydrogen project, Hamburg, phase 1",DEU,2028.0,,Feasibility study,Other Electrolysis,H2,,80MW,80,17777.777777777777,[2782],Dummerstorf
3181,"Eternal Power hydrogen project, Hamburg, phase 2",DEU,2030.0,,Concept,Other Electrolysis,H2,,400MW,320,71111.11111111111,[2782],Dummerstorf
3182,e-SAF hub in the Port of Rotterdam,NLD,,,Feasibility study,Other Electrolysis,Synfuels,,250 kt synfuels/y capacity,1665.4820869806952,370107.1304401545,[2783][3318],Port of Rotterdam
3183,Otog Qianqi integrated wind-solar hydrogen production and green ammonia synthesis project,CHN,2026.0,,FID/Construction,Other Electrolysis,Ammonia,,"150 kt NH3/y, capacity",155.9035188648339,34645.22641440754,[2785] [2786],Otog Front Banner
3185,Avina Southern California mobility Hub,USA,2025.0,,FID/Construction,Other Electrolysis,H2,,4t H2/d,8.42696629213483,1872.6591760299625,[2795],Vernon (California)
3186,Shanghai Refire Group - Sun Mountain Development Zone (Wuzhong),CHN,2027.0,,FID/Construction,Other Electrolysis,H2,,16.5 ktH2/y capacity,95.23626289056487,21163.613975681084,[2798],Wuzhong (Ningxia)
3187,Guohua New Energy - Sun Mountain Development Zone (Wuzhong),CHN,,,Feasibility study,Other Electrolysis,H2,,8 ktH2/y production,92.35031553024473,20522.292340054384,[2798],Wuzhong (Ningxia)
3188,Beijing Hydrogen Energy - Sun Mountain Development Zone (Wuzhong),CHN,,,Feasibility study,Other Electrolysis,H2,,12 ktH2/y production,138.52547329536708,30783.438510081578,"[2798]
[3245]",Wuzhong (Ningxia)
3189,"China Energy Engineering Group eSAF plant in Shuangyashan (Heilongjiang), phase 1",CHN,2027.0,,FID/Construction,Other Electrolysis,H2,,100 kt MeOH/y capacity,110.43193012159459,24540.42891590991,[2799],Shuangyashan (Heilongjiang)
3190,"China Energy Engineering Group eSAF plant in Shuangyashan (Heilongjiang), phase 2",CHN,,,Feasibility study,Other Electrolysis,H2,,200 kt MeOH/y and 300 kt of synthetic kerosene (capacity),110.43193012159459,24540.42891590991,[2799],Shuangyashan (Heilongjiang)
3194,Etuokeqian Banner 250MW photovoltaic power station and hydrogen energy comprehensive utilization demonstration project,CHN,,,Feasibility study,Other Electrolysis,H2,,6 kt H2/y capacity,34.63136832384177,7695.8596275203945,[2806],Otog Front Banner
3195,Ordos Dalate Banner Solar Hydrogen Storage Vehicle Zero Carbon Ecological Chain Demonstration Project,CHN,,,Feasibility study,Other Electrolysis,H2,,9.3kt H2/y capacity,53.67862090195475,11928.582422656613,[2806],Dalate Banner
3196,Shenzhen Energy Group Chifeng Linxi hydrogen project,CHN,2026.0,,Feasibility study,ALK,Ammonia,,"150 kt NH3/y, capacity",159.36804150627466,34645.22641440754,[2618][2807],Linxi County
3197,China General Nuclear Power Group methanol project in Ruichang City,CHN,2027.0,,Feasibility study,Other Electrolysis,MeOH,,50kt H2/y capacity,288.5947360320148,64132.16356266996,[2808],Ruichang City
3198,"Ilios Hydrogen Momforte plant, phase 1",ITA,2026.0,,Feasibility study,Other Electrolysis,H2,,,,0,[2809][2810],Momforte
3199,"Ilios Hydrogen Sicily plant 2, phase 1",ITA,2026.0,,Concept,Other Electrolysis,H2,,,,0,[2809][2810],Random location in Siciliy
3200,"Ilios Hydrogen Sicily plant 3, phase 1",ITA,2026.0,,Concept,Other Electrolysis,H2,,,,0,[2809][2810],Random location in Siciliy
3201,"Ilios Hydrogen Tuscany plant, phase 1",ITA,2027.0,,Concept,Other Electrolysis,H2,,,,0,[2809][2810],Random location in Tuscany
3202,"Ilios Hydrogen Marche plant, phase 1",ITA,2027.0,,Concept,Other Electrolysis,H2,,,,0,[2809][2810],Random location in Marche
3203,"Ilios Hydrogen Momforte plant, phase 2",ITA,,,Concept,Other Electrolysis,H2,,100MW,100,22222.222222222223,[2809][2810],Momforte
